,date,sum,min,max,mean
13322,2017-06-23,0,22.6,32.7,38.95
13323,2017-06-24,0,20.8,33.7,37.650000000000006
13324,2017-06-25,27.8,17.8,27.1,31.35
13325,2017-06-26,1.1,15.6,30.7,30.95
13326,2017-06-27,3,19.6,26.6,32.900000000000006
13327,2017-06-28,3.5,15,25.8,27.9
13328,2017-06-29,21.5,14.8,25.1,27.35
13329,2017-06-30,5.3,14.2,23,25.7
13330,2017-01-07,5.5,13,25.7,25.85
13331,2017-02-07,0,14.2,27.6,28.0
13332,2017-03-07,0,13.5,29.7,28.35
13333,2017-04-07,0,17.8,29,32.3
13334,2017-05-07,0,19.4,30.8,34.8
13335,2017-06-07,0,17.7,32.5,33.95
13336,2017-07-07,0,19.3,32,35.3
13337,2017-08-07,3.9,19.5,33.7,36.35
13338,2017-09-07,19.2,17.9,29.2,32.5
13339,2017-10-07,34.8,19.6,30.1,34.650000000000006
13340,2017-11-07,11.2,18.1,28.2,32.2
13341,2017-12-07,0,17.1,29.3,31.75
13342,2017-07-13,0,21.9,31.9,37.849999999999994
13343,2017-07-14,5.8,18.4,27,31.9
13344,2017-07-15,2.7,16.4,28.3,30.549999999999997
13345,2017-07-16,0,15.2,28.6,29.5
13346,2017-07-17,0,15.1,29.2,29.7
13347,2017-07-18,0,19.5,30.9,34.95
13348,2017-07-19,0,20.5,30.8,35.9
13349,2017-07-20,0,19.2,30.3,34.35
13350,2017-07-21,0,19.7,28.8,34.1
13351,2017-07-22,25.4,19.2,30,34.2
13352,2017-07-23,0,19.2,31.1,34.75
13353,2017-07-24,4.7,17.7,23.3,29.35
13354,2017-07-25,8.7,15.4,25,27.9
13355,2017-07-26,0,12.2,26.1,25.25
13356,2017-07-27,0,17.7,27.4,31.4
13357,2017-07-28,0,15.2,30,30.2
13358,2017-07-29,0,17.7,31,33.2
13359,2017-07-30,2.5,18.7,30.4,33.9
13360,2017-07-31,1.6,18.8,31.6,34.6
13361,2017-01-08,0,19.7,34.2,36.8
13362,2017-02-08,0,20.9,35,38.4
13363,2017-03-08,0,20.1,34.6,37.400000000000006
13364,2017-04-08,0,21,35.1,38.55
13365,2017-05-08,0,23.5,35.5,41.25
13366,2017-06-08,0,19.3,28,33.3
13367,2017-07-08,16.2,17.7,29.2,32.3
13368,2017-08-08,0,17.8,30.1,32.85
13369,2017-09-08,0.4,18.6,31.2,34.2
13370,2017-10-08,46.2,17.3,25.8,30.200000000000003
13371,2017-11-08,41,16.2,25.4,28.9
13372,2017-12-08,2.8,15.4,26.1,28.450000000000003
13373,2017-08-13,0,13.7,28.2,27.799999999999997
13374,2017-08-14,0,17.1,28.8,31.5
13375,2017-08-15,0,16,30.2,31.1
13376,2017-08-16,0,18.2,28.2,32.3
13377,2017-08-17,0,16.9,30.7,32.25
13378,2017-08-18,0,19.1,31.7,34.95
13379,2017-08-19,13.1,17.1,26.4,30.3
13380,2017-08-20,2.2,16.4,26,29.4
13381,2017-08-21,0,15.3,26.3,28.450000000000003
13382,2017-08-22,0,13.4,25.7,26.25
13383,2017-08-23,0,14.3,27.6,28.1
13384,2017-08-24,0,15.5,30,30.5
13385,2017-08-25,0,19.1,30.5,34.35
13386,2017-08-26,0,18.3,30.7,33.65
13387,2017-08-27,2.3,19.2,28.8,33.6
13388,2017-08-28,0,20.1,27.6,33.900000000000006
13389,2017-08-29,0.4,16.6,29.4,31.3
13390,2017-08-30,0,16.2,29.7,31.049999999999997
13391,2017-08-31,0,18.5,29.7,33.35
13392,2017-01-09,0.6,16.8,22.9,28.25
13393,2017-02-09,0.8,13.3,18.8,22.700000000000003
13394,2017-03-09,29.2,13.3,22.5,24.55
13395,2017-04-09,0,10.6,23.5,22.35
13396,2017-05-09,0.1,14.8,25.9,27.75
13397,2017-06-09,0,14.3,25.1,26.85
13398,2017-07-09,0,17.9,25.3,30.549999999999997
13399,2017-08-09,0.6,16,24.1,28.05
13400,2017-09-09,0,16.6,24.5,28.85
13401,2017-10-09,22.4,14.2,16.3,22.35
13402,2017-11-09,2.6,13.9,20.4,24.1
13403,2017-12-09,10.6,11.2,19,20.7
13404,2017-09-13,22.8,9.9,18.8,19.3
13405,2017-09-14,0,12.5,20.2,22.6
13406,2017-09-15,3.9,11.1,18.8,20.5
13407,2017-09-16,3.8,13.1,18,22.1
13408,2017-09-17,6.3,10.2,16.4,18.4
13409,2017-09-18,0.5,10.1,18,19.1
13410,2017-09-19,1.4,12,17,20.5
13411,2017-09-20,0.8,12,20.2,22.1
13412,2017-09-21,0,7.7,19.7,17.55
13413,2017-09-22,0,7.1,21.7,17.95
13414,2017-09-23,0,9.7,20.6,20.0
13415,2017-09-24,2.3,13.5,21.4,24.2
13416,2017-09-25,0,12,20.4,22.2
13417,2017-09-26,0,11.4,21.7,22.25
13418,2017-09-27,0,9.4,21.7,20.25
13419,2017-09-28,0,10.3,21.5,21.05
13420,2017-09-29,0,14.1,20.6,24.4
13421,2017-09-30,0,14.2,19.7,24.049999999999997
13422,2017-01-10,0.7,13.9,16.6,22.200000000000003
13423,2017-02-10,3.6,12.2,20.3,22.35
13424,2017-03-10,0,14.5,16.3,22.65
13425,2017-04-10,0.1,10.7,18.3,19.85
13426,2017-05-10,0,10.6,21.3,21.25
13427,2017-06-10,0.1,13.3,20.2,23.4
13428,2017-07-10,0,5.4,18.9,14.85
13429,2017-08-10,0,8.2,18.9,17.65
13430,2017-09-10,0,6,18.3,15.15
13431,2017-10-10,0,6.8,19.1,16.35
13432,2017-11-10,0,9.8,19.3,19.450000000000003
13433,2017-12-10,0,10.9,21.3,21.55
13434,2017-10-13,0,9.6,19.3,19.25
13435,2017-10-14,0,8.7,20.6,19.0
13436,2017-10-15,0,7.6,19.5,17.35
13437,2017-10-16,0,9.5,20.8,19.9
13438,2017-10-17,0,8,19.2,17.6
13439,2017-10-18,0,6.6,20.3,16.75
13440,2017-10-19,0,7.2,18.5,16.45
13441,2017-10-20,0,6.7,18.6,16.0
13442,2017-10-21,0,9.7,18,18.7
13443,2017-10-22,3.2,11.8,14.6,19.1
13444,2017-10-23,0.7,6,18.1,15.05
13445,2017-10-24,0,7.4,21.2,18.0
13446,2017-10-25,0,7.8,16.2,15.899999999999999
13447,2017-10-26,0,7,16.2,15.1
13448,2017-10-27,0,6.9,20.7,17.25
13449,2017-10-28,0,3.9,15.3,11.55
13450,2017-10-29,0,2.4,19.2,12.0
13451,2017-10-30,0,10.8,17.6,19.6
13452,2017-10-31,0,3.7,12.6,10.0
13453,2017-01-11,0,2,12.7,8.35
13454,2017-02-11,0,2.1,10.8,7.5
13455,2017-03-11,0,3.5,13.8,10.4
13456,2017-04-11,0.1,3.5,10.7,8.85
13457,2017-05-11,0,7.8,10.7,13.149999999999999
13458,2017-06-11,52.2,7.2,12.3,13.350000000000001
13459,2017-07-11,0,8.1,11.3,13.75
13460,2017-08-11,4.5,6.8,11.9,12.75
13461,2017-09-11,0.2,5.7,12.6,12.0
13462,2017-10-11,0,3.4,10.7,8.75
13463,2017-11-11,0,2.7,11,8.2
13464,2017-12-11,0,5,11.4,10.7
13465,2017-11-13,24,6.4,10.7,11.75
13466,2017-11-14,0,7.3,12.6,13.6
13467,2017-11-15,0,4.2,11.7,10.05
13468,2017-11-16,0,1.7,10.6,7.0
13469,2017-11-17,0,1.1,11,6.6
13470,2017-11-18,0,0.1,10.6,5.3999999999999995
13471,2017-11-19,0,-0.8,13.4,5.9
13472,2017-11-20,0,-1,8.7,3.3499999999999996
13473,2017-11-21,0,-1.5,7.2,2.1
13474,2017-11-22,0,-0.8,8.2,3.3
13475,2017-11-23,0,2,9.9,6.95
13476,2017-11-24,0,1.9,8.5,6.15
13477,2017-11-25,0,4.8,9.2,9.399999999999999
13478,2017-11-26,8.2,4.8,10.7,10.149999999999999
13479,2017-11-27,0,-1.5,8.4,2.7
13480,2017-11-28,0,-3.5,3.2,-1.9
13481,2017-11-29,0,1.6,3.5,3.35
13482,2017-11-30,4.1,1.8,8.7,6.1499999999999995
13483,2017-01-12,0,-0.4,3.5,1.35
13484,2017-02-12,0,0.2,5.4,2.9000000000000004
13485,2017-03-12,0,-3,5.5,-0.25
13486,2017-04-12,0,-3.1,3.2,-1.5
13487,2017-05-12,0,-3.7,5.9,-0.75
13488,2017-06-12,0,-1.8,8,2.2
13489,2017-07-12,0,-3.7,3.6,-1.9000000000000001
13490,2017-08-12,0,-0.9,6.9,2.5500000000000003
13491,2017-09-12,0.1,0,7.2,3.6
13492,2017-10-12,0,-4.4,2,-3.4000000000000004
13493,2017-11-12,13.5,-2.4,0.9,-1.95
13494,2017-12-12,57.9,0.7,9.9,5.65
13495,2017-12-13,0.1,1.8,7.8,5.7
13496,2017-12-14,0,-0.8,3.4,0.8999999999999999
13497,2017-12-15,0,-3.1,6.5,0.1499999999999999
13498,2017-12-16,0,-2.5,6,0.5
13499,2017-12-17,0,-3.7,6.5,-0.4500000000000002
13500,2017-12-18,0,-5.2,3,-3.7
13501,2017-12-19,0,-6.7,0.9,-6.25
13502,2017-12-20,0,-4.1,2.8,-2.6999999999999997
13503,2017-12-21,0,-5.9,2.2,-4.800000000000001
13504,2017-12-22,0,-4.5,1,-4.0
13505,2017-12-23,0,-4.7,10.1,0.34999999999999964
13506,2017-12-24,0,-0.5,9.4,4.2
13507,2017-12-25,0,-4.2,3.3,-2.5500000000000003
13508,2017-12-26,0,-1.1,3.1,0.44999999999999996
13509,2017-12-27,12.6,0.6,2.1,1.65
13510,2017-12-28,35.4,0.5,7.1,4.05
13511,2017-12-29,0,-1.4,4.7,0.9500000000000002
13512,2017-12-30,0,-2,3.1,-0.44999999999999996
13513,2017-12-31,0,-3.9,2.2,-2.8
14610,2021-01-01,0,-2.3,0.4,-2.0999999999999996
14611,2021-02-01,2.1,-0.6,2.3,0.5499999999999999
14612,2021-03-01,10.9,0.6,3.3,2.25
14613,2021-04-01,0,0.6,4.3,2.75
14614,2021-05-01,0.1,-0.7,3.5,1.05
14615,2021-06-01,0,0,2.9,1.45
14616,2021-07-01,0.2,-3.5,0.8,-3.1
14617,2021-08-01,0,-4.5,1.7,-3.65
14618,2021-09-01,0,-4.6,-0.6,-4.8999999999999995
14619,2021-10-01,0,-6.3,-0.3,-6.45
14620,2021-11-01,0,-8.7,-1.5,-9.45
14621,2021-12-01,0,-9.4,-1.4,-10.1
14622,2021-01-13,0,-7.6,4.2,-5.5
14623,2021-01-14,0,-3.9,7.3,-0.25
14624,2021-01-15,0,-0.2,4.1,1.8499999999999999
14625,2021-01-16,0,-4.7,2.7,-3.35
14626,2021-01-17,0,-5.4,-0.5,-5.65
14627,2021-01-18,0,-6.9,0.7,-6.550000000000001
14628,2021-01-19,0,-5.4,1.5,-4.65
14629,2021-01-20,0,-4.1,2.1,-3.05
14630,2021-01-21,0.7,0.1,1.2,0.7
14631,2021-01-22,31.3,0.5,3.2,2.1
14632,2021-01-23,30.6,0.8,8.2,4.8999999999999995
14633,2021-01-24,0.6,0.7,6.1,3.75
14634,2021-01-25,0,-0.9,2.9,0.5499999999999999
14635,2021-01-26,0,-1.9,6.6,1.4
14636,2021-01-27,0,-3.5,2.3,-2.35
14637,2021-01-28,0,-1.8,2.6,-0.5
14638,2021-01-29,0,-2.5,2.8,-1.1
14639,2021-01-30,0,-1.5,6.2,1.6
14640,2021-01-31,4.3,2.4,6.8,5.8
14641,2021-01-02,0,1.2,6.8,4.6
14642,2021-02-02,0.1,0,7.3,3.65
14643,2021-03-02,0,2.3,4.2,4.4
14644,2021-04-02,0,3.4,9.6,8.2
14645,2021-05-02,0,2.6,7.8,6.5
14646,2021-06-02,0,2.6,7.1,6.15
14647,2021-07-02,15,4.2,5.9,7.15
14648,2021-08-02,19.5,3,10.4,8.2
14649,2021-09-02,0,2.7,8.2,6.8
14650,2021-10-02,13.7,2.8,7,6.3
14651,2021-11-02,2,0,8.8,4.4
14652,2021-12-02,0,-0.4,2.9,1.0499999999999998
14653,2021-02-13,0,-2.3,4.8,0.10000000000000009
14654,2021-02-14,0,-3.9,2.8,-2.5
14655,2021-02-15,0,-3.5,3.6,-1.7
14656,2021-02-16,0,-4.4,8,-0.40000000000000036
14657,2021-02-17,0,-0.7,10,4.3
14658,2021-02-18,0,-2.2,10.1,2.8499999999999996
14659,2021-02-19,0,2.6,11.8,8.5
14660,2021-02-20,0,4.1,13.5,10.85
14661,2021-02-21,0,4,13,10.5
14662,2021-02-22,0,3.7,13.2,10.3
14663,2021-02-23,0,3.9,14.7,11.25
14664,2021-02-24,0,5.9,16.4,14.1
14665,2021-02-25,0,5.9,16.2,14.0
14666,2021-02-26,0,5.9,15.9,13.850000000000001
14667,2021-02-27,0,5.8,18.9,15.25
14668,2021-02-28,0,3.3,14.7,10.649999999999999
14669,2021-01-03,0,0.6,13.9,7.55
14670,2021-02-03,0,1,15.4,8.7
14671,2021-03-03,0,1.3,12.9,7.75
14672,2021-04-03,0,1.2,13.6,8.0
14673,2021-05-03,0,2,14.5,9.25
14674,2021-06-03,0,4.1,11.5,9.85
14675,2021-07-03,0,-0.6,12.4,5.6000000000000005
14676,2021-08-03,0,-0.3,13.2,6.3
14677,2021-09-03,0,1.1,13.4,7.800000000000001
14678,2021-10-03,1.3,0.3,13.8,7.2
14679,2021-11-03,0,1.8,10.6,7.1
14680,2021-12-03,0,5.5,14.4,12.7
14681,2021-03-13,1.9,1.6,15.5,9.35
14682,2021-03-14,0.8,3.6,12.2,9.7
14683,2021-03-15,0,-0.7,13.4,6.0
14684,2021-03-16,0.2,5.5,12.5,11.75
14685,2021-03-17,0,0.8,12.5,7.05
14686,2021-03-18,0,2.5,10.3,7.65
14687,2021-03-19,0,-1.2,10,3.8
14688,2021-03-20,0,-0.8,8.9,3.6500000000000004
14689,2021-03-21,0,-1.5,12.5,4.75
14690,2021-03-22,0,8.4,13.6,15.2
14691,2021-03-23,0,4.8,15.8,12.7
14692,2021-03-24,0,1.1,18.5,10.35
14693,2021-03-25,0,2.1,19.8,12.0
14694,2021-03-26,0,4.3,18.7,13.649999999999999
14695,2021-03-27,0,8.8,17.1,17.35
14696,2021-03-28,0,7.6,19.2,17.2
14697,2021-03-29,0,9.3,21.9,20.25
14698,2021-03-30,0,6.1,25.3,18.75
14699,2021-03-31,0,9.1,25.2,21.7
14700,2021-01-04,0,9.9,25.6,22.700000000000003
14701,2021-02-04,0,9.7,25.1,22.25
14702,2021-03-04,0,10.7,18.9,20.15
14703,2021-04-04,0,7,17.7,15.85
14704,2021-05-04,0,3.7,15.9,11.65
14705,2021-06-04,0,4.1,10.7,9.45
14706,2021-07-04,0,-0.7,9.2,3.8999999999999995
14707,2021-08-04,0,-0.6,15.7,7.25
14708,2021-09-04,0,1.5,15.4,9.2
14709,2021-10-04,0,7.8,16.1,15.850000000000001
14710,2021-11-04,4.3,7.8,11.5,13.55
14711,2021-12-04,8.7,4.3,12.2,10.399999999999999
14712,2021-04-13,20,4.2,12.7,10.55
14713,2021-04-14,0,4.3,13.5,11.05
14714,2021-04-15,13.5,2.1,10.8,7.5
14715,2021-04-16,0.1,2.1,14.8,9.5
14716,2021-04-17,0,2.2,16.9,10.649999999999999
14717,2021-04-18,0,6.6,16.2,14.7
14718,2021-04-19,0,5.4,16.7,13.75
14719,2021-04-20,0,4,19,13.5
14720,2021-04-21,0,6.6,19.5,16.35
14721,2021-04-22,0,7.2,21,17.7
14722,2021-04-23,0.1,6.6,22.2,17.7
14723,2021-04-24,0,9.6,22.7,20.95
14724,2021-04-25,0,7.7,24.1,19.75
14725,2021-04-26,0,12.2,16.4,20.4
14726,2021-04-27,0,11.1,18.4,20.299999999999997
14727,2021-04-28,0,9.5,21.6,20.3
14728,2021-04-29,0.7,12.2,17.3,20.85
14729,2021-04-30,5,12.4,20.6,22.700000000000003
14730,2021-01-05,1,12,20.3,22.15
14731,2021-02-05,34.9,11.6,19.9,21.549999999999997
14732,2021-03-05,0,8.7,19.8,18.6
14733,2021-04-05,0,10.6,20.6,20.9
14734,2021-05-05,0,9.1,20.7,19.45
14735,2021-06-05,0,9.8,19,19.3
14736,2021-07-05,0,14,21.8,24.9
14737,2021-08-05,0,10,21.7,20.85
14738,2021-09-05,0,8.1,24.5,20.35
14739,2021-10-05,0,12.3,26.6,25.6
14740,2021-11-05,5.6,12.7,19.8,22.6
14741,2021-12-05,35.6,11.6,17.6,20.4
14742,2021-05-13,0.1,10.3,21.8,21.200000000000003
14743,2021-05-14,6.4,11.5,20.6,21.8
14744,2021-05-15,0,11.1,18.7,20.45
14745,2021-05-16,0,8.4,21,18.9
14746,2021-05-17,12,10.1,22.2,21.2
14747,2021-05-18,0,7,23,18.5
14748,2021-05-19,8.1,11.3,20.1,21.35
14749,2021-05-20,1.6,7.4,22.5,18.65
14750,2021-05-21,0,8.9,22.1,19.950000000000003
14751,2021-05-22,1.8,11.1,19.7,20.95
14752,2021-05-23,0.4,11.3,20,21.3
14753,2021-05-24,1.2,10.7,14,17.7
14754,2021-05-25,13.7,9,19.9,18.95
14755,2021-05-26,4.7,7.8,22.7,19.15
14756,2021-05-27,0,10.8,23,22.3
14757,2021-05-28,0.4,8.4,24.8,20.8
14758,2021-05-29,0,11.6,22,22.6
14759,2021-05-30,0.6,8.6,24.5,20.85
14760,2021-05-31,0,14.1,23.2,25.7
14761,2021-01-06,0,13.1,25.5,25.85
14762,2021-02-06,0,16.4,25.9,29.349999999999998
14763,2021-03-06,0,13.3,27.9,27.25
14764,2021-04-06,0,15.2,29.1,29.75
14765,2021-05-06,0,15.9,29,30.4
14766,2021-06-06,5.1,16.1,26.6,29.400000000000002
14767,2021-07-06,0,17.3,23.1,28.85
14768,2021-08-06,1.3,16.8,26.9,30.25
14769,2021-09-06,2.4,16.4,27.6,30.2
14770,2021-10-06,15.6,18.7,27.3,32.35
14771,2021-11-06,0,17.3,27.7,31.15
14772,2021-12-06,0,13.8,30.9,29.25
14773,2021-06-13,0,16.1,33,32.6
14774,2021-06-14,0,14.7,30.7,30.049999999999997
14775,2021-06-15,0,20.1,29.4,34.8
14776,2021-06-16,0,17.3,30.2,32.4
14777,2021-06-17,0,18.8,31.9,34.75
14778,2021-06-18,0,23.4,31.4,39.099999999999994
14779,2021-06-19,0,20.6,32.6,36.900000000000006
14780,2021-06-20,0,20.1,32.4,36.3
14781,2021-06-21,0,21.4,32.6,37.7
14782,2021-06-22,0,19.5,32.1,35.55
14783,2021-06-23,0,16.9,33.6,33.7
14784,2021-06-24,18,17,31,32.5
14785,2021-06-25,0,15.9,30.1,30.950000000000003
14786,2021-06-26,0,17,30.7,32.35
14787,2021-06-27,0,17.6,31.7,33.45
14788,2021-06-28,0,18,33.6,34.8
14789,2021-06-29,0,20.9,32.2,37.0
14790,2021-06-30,0,17.4,29.8,32.3
14791,2021-01-07,0.5,15.6,28.1,29.65
14792,2021-02-07,0,15.1,30.2,30.2
14793,2021-03-07,0,18,30.8,33.4
14794,2021-04-07,5.3,17.2,25.5,29.95
14795,2021-05-07,10.5,17,28.4,31.2
14796,2021-06-07,0,15.3,31.7,31.15
14797,2021-07-07,0,18.7,33.5,35.45
14798,2021-08-07,9.8,18.3,27.7,32.15
14799,2021-09-07,21.3,17.7,29.5,32.45
14800,2021-10-07,0,16.6,30.5,31.85
14801,2021-11-07,0,18.7,29.1,33.25
14802,2021-12-07,0.1,16.2,31,31.7
14803,2021-07-13,0,17.1,26.5,30.35
14804,2021-07-14,41.9,16,22.2,27.1
14805,2021-07-15,1.7,14.4,22.8,25.8
14806,2021-07-16,0.7,15.6,23.5,27.35
14807,2021-07-17,0.4,17.1,28.7,31.450000000000003
14808,2021-07-18,0,18.4,30.9,33.849999999999994
14809,2021-07-19,0,20.4,32.2,36.5
14810,2021-07-20,0,17,30.9,32.45
14811,2021-07-21,0,18,31.3,33.65
14812,2021-07-22,4.2,17.7,29.9,32.65
14813,2021-07-23,29.9,17,29.7,31.85
14814,2021-07-24,0,20.5,30.2,35.6
14815,2021-07-25,0.1,18.7,28.5,32.95
14816,2021-07-26,8.7,17.6,23.4,29.3
14817,2021-07-27,8.1,17.7,24.3,29.85
14818,2021-07-28,7.9,17.1,28.7,31.450000000000003
14819,2021-07-29,0.1,17.4,29.8,32.3
14820,2021-07-30,0,17.7,30.2,32.8
14821,2021-07-31,0.2,18.9,30.1,33.95
14822,2021-01-08,22.4,17.2,21.1,27.75
14823,2021-02-08,10.6,15.7,24.1,27.75
14824,2021-03-08,0.1,14.8,21,25.3
14825,2021-04-08,4.7,16.1,21.5,26.85
14826,2021-05-08,44.8,16,27.3,29.65
14827,2021-06-08,0,15.3,27.8,29.200000000000003
14828,2021-07-08,0,16.9,27.8,30.799999999999997
14829,2021-08-08,4.7,17.9,28.7,32.25
14830,2021-09-08,0,17.4,29.2,32.0
14831,2021-10-08,0,15.2,29.7,30.049999999999997
14832,2021-11-08,0,17.2,31.2,32.8
14833,2021-12-08,0,17.2,31.9,33.15
14834,2021-08-13,0,18.9,30.3,34.05
14835,2021-08-14,0,19.4,32.7,35.75
14836,2021-08-15,0,19.7,32.9,36.15
14837,2021-08-16,0,16.9,28,30.9
14838,2021-08-17,12.5,16.2,26.4,29.4
14839,2021-08-18,0,15,27.4,28.7
14840,2021-08-19,0,16.4,27.7,30.25
14841,2021-08-20,0,16.7,28.6,31.0
14842,2021-08-21,0,16,29.4,30.7
14843,2021-08-22,0,17.6,26.8,31.0
14844,2021-08-23,6.6,16.1,26.1,29.150000000000002
14845,2021-08-24,0,13.1,27.6,26.9
14846,2021-08-25,2,15,26,28.0
14847,2021-08-26,0,16.1,26.9,29.55
14848,2021-08-27,1.2,16,25.3,28.65
14849,2021-08-28,1.3,12.7,23.9,24.65
14850,2021-08-29,4.9,9.6,22.5,20.85
14851,2021-08-30,0,12.8,20.9,23.25
14852,2021-08-31,0.2,10.5,23.8,22.4
14853,2021-01-09,0,11.7,26.8,25.1
14854,2021-02-09,---,12.5,26.6,25.8
14855,2021-03-09,---,13.7,26.7,27.049999999999997
14856,2021-04-09,---,13,27.3,26.65
14857,2021-05-09,---,13.5,27.8,27.4
14858,2021-06-09,---,14.4,27.6,28.200000000000003
14859,2021-07-09,---,13.5,27.5,27.25
14860,2021-08-09,---,15.7,27.6,29.5
14861,2021-09-09,---,13.9,27.8,27.8
14862,2021-10-09,---,12.4,27.7,26.25
14863,2021-11-09,---,14,28.7,28.35
14864,2021-12-09,---,14.4,28.4,28.6
14865,2021-09-13,---,14,29.7,28.85
14866,2021-09-14,---,14.1,29.6,28.9
14867,2021-09-15,---,14.9,24.1,26.950000000000003
14868,2021-09-16,---,18.3,20.4,28.5
14869,2021-09-17,---,17.6,26.7,30.950000000000003
14870,2021-09-18,---,17.3,25.7,30.15
14871,2021-09-19,---,14.7,20,24.7
14872,2021-09-20,---,13.2,22.8,24.6
14873,2021-09-21,---,12.5,23,24.0
14874,2021-09-22,---,12.5,19.5,22.25
14875,2021-09-23,---,12.5,21.7,23.35
14876,2021-09-24,---,11.1,23.8,23.0
14877,2021-09-25,---,12,23.8,23.9
14878,2021-09-26,---,14.3,20,24.3
14879,2021-09-27,---,15.5,24.4,27.7
14880,2021-09-28,---,13.7,24.8,26.1
14881,2021-09-29,---,14.4,22.2,25.5
14882,2021-09-30,---,14,22.7,25.35
14883,2021-01-10,---,13.4,21.8,24.3
14884,2021-02-10,---,11.4,21.6,22.200000000000003
14885,2021-03-10,---,14.3,18.2,23.4
14886,2021-04-10,---,15.1,22,26.1
14887,2021-05-10,---,14.4,19.8,24.3
14888,2021-06-10,---,13.1,16.1,21.15
14889,2021-07-10,---,14.5,19.5,24.25
14890,2021-08-10,---,12.2,20.3,22.35
14891,2021-09-10,---,10.5,18.3,19.65
14892,2021-10-10,---,6.3,16.5,14.55
14893,2021-11-10,---,6,18.1,15.05
14894,2021-12-10,---,6.3,13.6,13.1
14895,2021-10-13,---,4.9,17.4,13.6
14896,2021-10-14,---,2.6,15.5,10.35
14897,2021-10-15,---,2.4,13.7,9.25
14898,2021-10-16,---,3.8,17.5,12.55
14899,2021-10-17,---,4.4,15.5,12.15
14900,2021-10-18,---,4.7,16.8,13.100000000000001
14901,2021-10-19,---,5.6,14.2,12.7
14902,2021-10-20,---,4.7,17.5,13.45
14903,2021-10-21,---,12.2,16.3,20.35
14904,2021-10-22,---,9.3,18,18.3
14905,2021-10-23,---,6.5,15.4,14.2
14906,2021-10-24,---,4.2,13.2,10.8
14907,2021-10-25,---,3.8,12.1,9.85
14908,2021-10-26,---,3.9,13,10.4
14909,2021-10-27,---,3.1,13.2,9.7
14910,2021-10-28,---,4.1,12.6,10.399999999999999
14911,2021-10-29,---,3.9,15.1,11.45
14912,2021-10-30,---,1.7,13.1,8.25
14913,2021-10-31,---,6.9,14.5,14.15
14914,2021-01-11,---,8.3,10.9,13.75
14915,2021-02-11,---,6.9,13.8,13.8
14916,2021-03-11,---,5.3,8.4,9.5
14917,2021-04-11,---,6.3,9.2,10.899999999999999
14918,2021-05-11,---,4.3,11.5,10.05
14919,2021-06-11,---,3.9,10.7,9.25
14920,2021-07-11,---,3.9,11.5,9.65
14921,2021-08-11,---,2.2,8.5,6.45
14922,2021-09-11,---,1.9,10.5,7.15
14923,2021-10-11,---,6.2,13.2,12.8
14924,2021-11-11,---,6.2,14.1,13.25
14925,2021-12-11,---,4.7,13.1,11.25
14926,2021-11-13,---,4.2,9.8,9.100000000000001
14927,2021-11-14,---,8.2,10,13.2
14928,2021-11-15,---,8,12.1,14.05
14929,2021-11-16,---,5.2,10.6,10.5
14930,2021-11-17,---,6,12.4,12.2
14931,2021-11-18,---,4.7,13.6,11.5
14932,2021-11-19,---,3.4,11.4,9.1
14933,2021-11-20,---,2.4,11.5,8.15
14934,2021-11-21,---,1,11.5,6.75
14935,2021-11-22,---,6.7,10.5,11.95
14936,2021-11-23,---,2.6,11.8,8.5
14937,2021-11-24,---,0.2,8.8,4.6000000000000005
14938,2021-11-25,---,-0.6,4.7,1.75
14939,2021-11-26,---,3.4,6.7,6.75
14940,2021-11-27,---,4.9,8,8.9
14941,2021-11-28,---,1.8,5.5,4.55
14942,2021-11-29,---,3.1,7.8,7.0
14943,2021-11-30,---,-2.3,3.5,-0.5499999999999998
14944,2021-01-12,---,-1.6,5.7,1.25
14945,2021-02-12,---,2.8,7.6,6.6
14946,2021-03-12,---,-1.1,8.4,3.1
14947,2021-04-12,---,-0.3,4,1.7
14948,2021-05-12,---,1.3,7,4.8
14949,2021-06-12,---,1.9,7.7,5.75
14950,2021-07-12,---,-1.2,4.2,0.9000000000000001
14951,2021-08-12,---,-1.5,1.7,-0.65
14952,2021-09-12,---,-1.3,6.6,1.9999999999999998
14953,2021-10-12,---,-5.7,1.7,-4.8500000000000005
14954,2021-11-12,---,-0.4,8.8,4.0
14955,2021-12-12,---,-1.1,9.5,3.65
14956,2021-12-13,---,-0.3,8,3.7
14957,2021-12-14,---,0.6,6.8,4.0
14958,2021-12-15,---,-0.3,6.5,2.95
14959,2021-12-16,---,-2.1,5.6,0.6999999999999997
14960,2021-12-17,---,-1.2,6.8,2.2
14961,2021-12-18,---,-2.9,6.5,0.3500000000000001
14962,2021-12-19,---,-1.8,8,2.2
14963,2021-12-20,---,-1.9,7.7,1.9500000000000002
14964,2021-12-21,---,-3,2.4,-1.8
14965,2021-12-22,---,-3.9,1.8,-3.0
14966,2021-12-23,---,-4.2,1.9,-3.25
14967,2021-12-24,---,-1.8,2.9,-0.3500000000000001
14968,2021-12-25,---,1.8,5.4,4.5
14969,2021-12-26,---,-0.8,5.8,2.0999999999999996
14970,2021-12-27,---,2.3,6,5.3
14971,2021-12-28,---,2.7,6.3,5.85
14972,2021-12-29,---,0.6,10.7,5.949999999999999
14973,2021-12-30,---,3.2,9.9,8.15
14974,2021-12-31,---,3.9,11.5,9.65
